Account Number,Transaction Posting date,Transaction capture date,Transaction amount,Debit or Credit,Transaction code,Transaction Currency
1234500689,2017-11-13,2017-11-13,766,C,2001,USD
1234500341,2017-07-11,2017-07-11,516,D,10001,HKD
1234500395,2017-09-14,2017-09-14,1496,C,2001,INR
1234500206,2018-01-04,2018-01-04,534,D,10001,INR
1234500122,2018-01-08,2018-01-08,184,D,10001,CAD
1234500959,2018-02-08,2018-02-08,421,D,10001,HKD
1234500972,2018-03-17,2018-03-17,306,D,10001,INR
1234500746,2018-02-01,2018-02-01,1157,D,10001,CAD
1234500246,2018-01-12,2018-01-12,379,C,2001,USD
1234500870,2018-02-01,2018-02-01,994,C,2001,USD
1234500180,2017-10-06,2017-10-06,1487,D,10001,CAD
1234500190,2017-12-22,2017-12-22,1412,C,2001,HKD
1234500093,2017-08-21,2017-08-21,1357,C,2001,HKD
1234500558,2017-12-06,2017-12-06,396,C,2001,USD
1234500525,2017-11-21,2017-11-21,169,D,10001,HKD
1234500198,2017-09-10,2017-09-10,188,C,2001,CAD
1234500037,2017-11-02,2017-11-02,1384,C,2001,CAD
1234500171,2017-08-05,2017-08-05,1093,C,2001,INR
1234500881,2018-03-15,2018-03-15,293,C,2001,USD
1234500204,2017-10-07,2017-10-07,776,C,2001,CAD
1234500768,2017-10-28,2017-10-28,657,C,2001,CAD
1234500764,2018-02-16,2018-02-16,1008,C,2001,CAD
1234500482,2017-07-30,2017-07-30,800,D,10001,USD
1234500430,2017-07-03,2017-07-03,1302,C,2001,USD
1234500394,2017-10-27,2017-10-27,393,C,2001,USD
1234500708,2017-09-28,2017-09-28,1048,C,2001,CAD
1234500689,2017-07-15,2017-07-15,893,C,2001,INR
1234500847,2017-10-11,2017-10-11,1385,D,10001,USD
1234500983,2017-08-03,2017-08-03,1444,D,10001,HKD
1234500683,2018-01-11,2018-01-11,1334,D,10001,CAD
1234500896,2017-09-02,2017-09-02,1044,D,10001,CAD
1234500269,2017-08-27,2017-08-27,821,D,10001,CAD
1234500228,2018-02-13,2018-02-13,1309,D,10001,CAD
1234500306,2018-01-16,2018-01-16,1117,D,10001,INR
1234500017,2018-02-28,2018-02-28,778,D,10001,INR
1234500690,2017-07-16,2017-07-16,785,C,2001,CAD
1234500896,2017-12-26,2017-12-26,295,C,2001,INR
1234500244,2018-01-07,2018-01-07,425,D,10001,INR
1234500410,2017-10-08,2017-10-08,669,C,2001,HKD
1234500520,2017-08-18,2017-08-18,549,C,2001,USD
1234500739,2017-08-05,2017-08-05,1057,D,10001,HKD
1234500053,2018-01-28,2018-01-28,1402,D,10001,CAD
1234500801,2018-02-06,2018-02-06,150,D,10001,INR
1234500372,2017-10-13,2017-10-13,373,C,2001,CAD
1234500282,2018-01-02,2018-01-02,816,C,2001,HKD
1234500912,2018-01-05,2018-01-05,179,C,2001,HKD
1234500707,2018-02-25,2018-02-25,1451,D,10001,CAD
1234500260,2017-07-07,2017-07-07,1384,C,2001,CAD
1234500315,2017-09-10,2017-09-10,497,C,2001,INR
1234500914,2017-09-05,2017-09-05,1422,D,10001,USD
1234500095,2018-02-13,2018-02-13,226,D,10001,CAD
1234500515,2017-08-27,2017-08-27,792,C,2001,INR
1234500683,2018-02-14,2018-02-14,1186,C,2001,CAD
1234500157,2017-09-25,2017-09-25,657,C,2001,INR
1234500503,2017-07-24,2017-07-24,1043,D,10001,HKD
1234500163,2017-07-04,2017-07-04,343,D,10001,HKD
1234500222,2018-03-29,2018-03-29,1361,D,10001,USD
1234500503,2018-02-23,2018-02-23,1370,D,10001,CAD
1234500963,2018-01-17,2018-01-17,161,D,10001,INR
1234500994,2018-02-28,2018-02-28,483,C,2001,CAD
1234500059,2017-08-28,2017-08-28,1130,D,10001,INR
1234500440,2017-12-29,2017-12-29,737,C,2001,HKD
1234500650,2017-09-29,2017-09-29,363,C,2001,USD
1234500926,2017-09-05,2017-09-05,462,D,10001,HKD
1234500280,2017-09-19,2017-09-19,623,C,2001,HKD
1234500264,2018-03-11,2018-03-11,464,D,10001,USD
1234500395,2017-12-18,2017-12-18,931,C,2001,HKD
1234500845,2018-03-15,2018-03-15,566,D,10001,HKD
1234500082,2017-11-27,2017-11-27,346,C,2001,INR
1234500745,2017-10-19,2017-10-19,948,C,2001,USD
1234500598,2017-12-10,2017-12-10,1078,C,2001,USD
1234500122,2018-03-16,2018-03-16,1406,D,10001,USD
1234500115,2017-12-29,2017-12-29,550,C,2001,HKD
1234500317,2018-01-16,2018-01-16,451,C,2001,USD
1234500922,2018-01-23,2018-01-23,407,C,2001,CAD
1234500687,2017-12-26,2017-12-26,188,D,10001,HKD
1234500507,2017-10-11,2017-10-11,113,D,10001,CAD
1234500602,2018-01-02,2018-01-02,889,D,10001,USD
1234500327,2018-02-16,2018-02-16,905,C,2001,INR
1234500555,2017-08-08,2017-08-08,929,D,10001,USD
1234500349,2018-01-12,2018-01-12,776,C,2001,CAD
1234500649,2017-12-23,2017-12-23,1050,C,2001,CAD
1234500979,2017-10-01,2017-10-01,616,D,10001,CAD
1234500017,2017-08-27,2017-08-27,582,C,2001,INR
1234500887,2018-03-25,2018-03-25,140,C,2001,INR
1234500185,2017-07-27,2017-07-27,607,D,10001,INR
1234500497,2017-09-26,2017-09-26,1304,C,2001,CAD
1234500559,2017-08-30,2017-08-30,1188,D,10001,INR
1234500356,2018-03-29,2018-03-29,187,D,10001,USD
1234500775,2017-08-14,2017-08-14,1266,C,2001,INR
1234500462,2017-07-30,2017-07-30,1193,D,10001,HKD
1234500244,2017-12-15,2017-12-15,321,D,10001,CAD
1234500966,2017-12-30,2017-12-30,120,C,2001,CAD
1234500286,2017-10-26,2017-10-26,221,D,10001,USD
1234500279,2018-02-28,2018-02-28,1087,D,10001,HKD
1234500334,2017-11-25,2017-11-25,428,D,10001,INR
1234500893,2018-01-12,2018-01-12,632,C,2001,HKD
1234500975,2018-02-02,2018-02-02,809,C,2001,INR
1234500337,2017-07-18,2017-07-18,1228,C,2001,INR
1234500331,2017-07-13,2017-07-13,977,D,10001,CAD
1234500271,2017-08-25,2017-08-25,1205,D,10001,HKD
1234500514,2017-11-29,2017-11-29,1088,D,10001,CAD
1234500075,2017-07-05,2017-07-05,981,D,10001,INR
1234500237,2017-11-12,2017-11-12,273,C,2001,CAD
1234500238,2017-10-26,2017-10-26,1155,D,10001,HKD
1234500936,2018-03-14,2018-03-14,952,C,2001,USD
1234500320,2017-12-01,2017-12-01,617,D,10001,INR
1234500131,2018-02-18,2018-02-18,1098,C,2001,CAD
1234500626,2018-01-29,2018-01-29,1032,D,10001,CAD
1234500871,2017-10-15,2017-10-15,666,D,10001,INR
1234500853,2017-07-28,2017-07-28,884,C,2001,CAD
1234500280,2017-11-20,2017-11-20,423,D,10001,INR
1234500394,2017-10-17,2017-10-17,392,C,2001,CAD
1234500633,2017-07-26,2017-07-26,1184,C,2001,INR
1234500111,2017-09-19,2017-09-19,589,C,2001,CAD
1234500586,2018-02-26,2018-02-26,295,D,10001,HKD
1234500570,2017-12-04,2017-12-04,729,C,2001,CAD
1234500989,2017-08-31,2017-08-31,318,D,10001,HKD
1234500569,2018-03-16,2018-03-16,529,D,10001,CAD
1234500289,2018-03-19,2018-03-19,1394,D,10001,INR
1234500862,2017-11-10,2017-11-10,1360,C,2001,HKD
1234500453,2018-03-21,2018-03-21,829,C,2001,USD
1234500945,2017-10-01,2017-10-01,698,D,10001,USD
1234500888,2017-11-29,2017-11-29,586,C,2001,USD
1234500953,2017-08-04,2017-08-04,681,D,10001,CAD
1234500945,2017-09-06,2017-09-06,252,D,10001,HKD
1234500723,2017-10-17,2017-10-17,1103,D,10001,INR
1234500698,2017-12-17,2017-12-17,870,C,2001,CAD
1234500745,2017-09-02,2017-09-02,532,D,10001,INR
1234500775,2017-07-07,2017-07-07,716,C,2001,HKD
1234500930,2018-03-06,2018-03-06,1115,C,2001,CAD
1234500639,2017-12-18,2017-12-18,889,D,10001,HKD
1234500093,2017-08-01,2017-08-01,594,D,10001,INR
1234500265,2017-12-07,2017-12-07,1187,D,10001,USD
1234500864,2018-02-26,2018-02-26,908,D,10001,HKD
1234500465,2017-11-27,2017-11-27,357,C,2001,HKD
1234500915,2017-08-14,2017-08-14,258,C,2001,CAD
1234500111,2017-11-26,2017-11-26,147,D,10001,CAD
1234500463,2017-08-13,2017-08-13,418,C,2001,CAD
1234500122,2017-09-23,2017-09-23,1295,D,10001,INR
1234500824,2018-01-26,2018-01-26,451,D,10001,INR
1234500372,2017-12-15,2017-12-15,337,D,10001,HKD
1234500405,2017-11-19,2017-11-19,1176,D,10001,INR
1234500306,2017-12-13,2017-12-13,1487,D,10001,HKD
1234500660,2018-03-13,2018-03-13,178,C,2001,USD
1234500677,2017-12-20,2017-12-20,261,D,10001,HKD
1234500065,2017-07-02,2017-07-02,1026,C,2001,CAD
1234500254,2018-02-10,2018-02-10,488,D,10001,INR
1234500332,2017-07-12,2017-07-12,706,C,2001,HKD
1234500937,2017-08-22,2017-08-22,229,C,2001,INR
1234500856,2017-10-03,2017-10-03,1192,D,10001,HKD
1234500094,2018-01-02,2018-01-02,193,D,10001,HKD
1234500059,2018-02-05,2018-02-05,352,D,10001,USD
1234500894,2017-09-24,2017-09-24,774,C,2001,INR
1234500303,2018-02-20,2018-02-20,637,D,10001,CAD
1234500740,2018-02-02,2018-02-02,825,D,10001,CAD
1234500945,2017-10-14,2017-10-14,705,D,10001,INR
1234500846,2018-01-24,2018-01-24,227,D,10001,HKD
1234500089,2017-10-20,2017-10-20,305,D,10001,HKD
1234500342,2017-07-07,2017-07-07,298,D,10001,USD
1234500479,2018-02-14,2018-02-14,853,C,2001,CAD
1234500813,2017-09-01,2017-09-01,148,C,2001,USD
1234500939,2018-01-27,2018-01-27,710,C,2001,HKD
1234500193,2017-10-05,2017-10-05,1374,D,10001,INR
1234500936,2017-07-04,2017-07-04,798,C,2001,INR
1234500293,2018-01-25,2018-01-25,842,C,2001,INR
1234500020,2018-03-08,2018-03-08,380,C,2001,USD
1234500235,2017-08-27,2017-08-27,509,D,10001,INR
1234500773,2017-09-10,2017-09-10,146,D,10001,CAD
1234500512,2017-10-01,2017-10-01,316,C,2001,INR
1234500593,2018-02-02,2018-02-02,813,C,2001,CAD
1234500873,2017-12-06,2017-12-06,1274,D,10001,USD
1234500082,2017-12-15,2017-12-15,680,D,10001,USD
1234500363,2017-11-11,2017-11-11,1458,C,2001,INR
1234500851,2017-08-31,2017-08-31,679,D,10001,USD
1234500277,2018-03-16,2018-03-16,883,D,10001,USD
1234500308,2018-01-16,2018-01-16,992,D,10001,USD
1234500582,2017-07-17,2017-07-17,113,C,2001,HKD
1234500997,2018-02-17,2018-02-17,1160,D,10001,HKD
1234500547,2018-02-01,2018-02-01,554,D,10001,HKD
1234500888,2018-02-20,2018-02-20,243,C,2001,USD
1234500309,2017-11-27,2017-11-27,104,D,10001,INR
1234500595,2018-03-22,2018-03-22,1159,C,2001,HKD
1234500139,2018-01-06,2018-01-06,1253,C,2001,USD
1234500574,2018-02-19,2018-02-19,295,C,2001,HKD
1234500753,2017-09-20,2017-09-20,176,D,10001,HKD
1234500694,2017-12-02,2017-12-02,725,D,10001,USD
1234500682,2017-07-09,2017-07-09,517,D,10001,CAD
1234500755,2018-03-17,2018-03-17,323,C,2001,USD
1234500890,2018-01-04,2018-01-04,1004,C,2001,USD
1234500187,2017-07-03,2017-07-03,972,D,10001,HKD
1234500963,2018-02-04,2018-02-04,215,D,10001,CAD
1234500098,2017-12-31,2017-12-31,683,D,10001,USD
1234500894,2017-12-27,2017-12-27,904,D,10001,CAD
1234500439,2017-08-06,2017-08-06,1298,D,10001,USD
1234500969,2018-02-28,2018-02-28,1136,C,2001,HKD
1234500780,2017-07-17,2017-07-17,672,D,10001,CAD
1234500032,2017-12-21,2017-12-21,1452,D,10001,USD
1234500955,2017-08-08,2017-08-08,1145,C,2001,INR
1234500937,2018-03-09,2018-03-09,1223,D,10001,INR
1234500501,2017-08-08,2017-08-08,907,C,2001,INR
1234500172,2017-09-26,2017-09-26,635,C,2001,USD
1234500731,2017-08-31,2017-08-31,1032,C,2001,USD
1234500266,2017-12-26,2017-12-26,1139,D,10001,USD
1234500133,2017-07-06,2017-07-06,1441,D,10001,USD
1234500775,2018-03-18,2018-03-18,620,C,2001,CAD
1234500484,2018-03-11,2018-03-11,584,C,2001,HKD
1234500194,2017-12-15,2017-12-15,243,C,2001,INR
1234500825,2017-10-18,2017-10-18,1141,D,10001,INR
1234500847,2018-03-30,2018-03-30,314,D,10001,USD
1234500642,2017-12-11,2017-12-11,576,C,2001,INR
1234500997,2017-11-08,2017-11-08,773,D,10001,CAD
1234500300,2018-02-09,2018-02-09,1454,C,2001,CAD
1234500609,2018-01-12,2018-01-12,1298,C,2001,USD
1234500987,2018-03-01,2018-03-01,148,C,2001,HKD
1234500647,2017-11-25,2017-11-25,576,D,10001,USD
1234500811,2018-02-14,2018-02-14,779,C,2001,INR
1234500987,2017-08-11,2017-08-11,815,D,10001,CAD
1234500540,2017-10-07,2017-10-07,1112,C,2001,USD
1234500515,2017-07-06,2017-07-06,525,D,10001,CAD
1234500113,2017-10-16,2017-10-16,314,C,2001,INR
1234500768,2018-01-05,2018-01-05,561,D,10001,INR
1234500866,2017-08-03,2017-08-03,808,D,10001,USD
1234500965,2017-10-26,2017-10-26,306,D,10001,CAD
1234500268,2017-11-15,2017-11-15,1351,C,2001,INR
1234500727,2017-07-21,2017-07-21,1319,D,10001,CAD
1234500312,2017-12-21,2017-12-21,213,D,10001,USD
1234500513,2018-01-03,2018-01-03,743,D,10001,HKD
1234500322,2018-03-31,2018-03-31,124,D,10001,HKD
1234500968,2017-07-03,2017-07-03,1118,C,2001,HKD
1234500086,2018-03-31,2018-03-31,924,C,2001,CAD
1234500592,2017-10-12,2017-10-12,1477,D,10001,USD
1234500413,2017-08-23,2017-08-23,968,C,2001,USD
1234500868,2018-03-15,2018-03-15,873,D,10001,HKD
1234500850,2017-09-14,2017-09-14,1194,D,10001,HKD
1234500005,2018-01-27,2018-01-27,1430,C,2001,USD
1234500416,2017-11-27,2017-11-27,1433,C,2001,USD
1234500289,2018-02-14,2018-02-14,837,C,2001,CAD
1234500397,2017-11-04,2017-11-04,383,C,2001,USD
1234500214,2017-11-15,2017-11-15,1397,D,10001,USD
1234500135,2017-12-13,2017-12-13,104,D,10001,HKD
1234500146,2018-01-15,2018-01-15,1486,D,10001,CAD
1234500323,2017-12-24,2017-12-24,825,C,2001,INR
1234500487,2017-10-01,2017-10-01,324,C,2001,HKD
1234500198,2018-01-26,2018-01-26,775,C,2001,CAD
1234500110,2017-07-25,2017-07-25,1208,C,2001,HKD
1234500116,2017-09-07,2017-09-07,1208,D,10001,INR
1234500779,2017-09-25,2017-09-25,121,D,10001,HKD
1234500787,2017-07-01,2017-07-01,1485,D,10001,CAD
1234500941,2017-09-13,2017-09-13,1043,C,2001,CAD
1234500914,2017-09-23,2017-09-23,483,C,2001,INR
1234500963,2018-03-04,2018-03-04,545,C,2001,CAD
1234500319,2017-07-09,2017-07-09,687,C,2001,USD
1234500530,2017-12-14,2017-12-14,687,C,2001,HKD
1234500873,2017-10-08,2017-10-08,1289,C,2001,CAD
1234500581,2017-10-22,2017-10-22,1007,D,10001,CAD
1234500026,2017-08-21,2017-08-21,327,C,2001,HKD
1234500212,2017-12-17,2017-12-17,325,D,10001,CAD
1234500211,2017-07-28,2017-07-28,381,D,10001,HKD
1234500855,2017-12-01,2017-12-01,440,C,2001,USD
1234500421,2018-01-13,2018-01-13,880,D,10001,CAD
1234500129,2017-09-28,2017-09-28,858,C,2001,USD
1234500302,2018-01-27,2018-01-27,545,D,10001,CAD
1234500712,2017-12-18,2017-12-18,1071,D,10001,USD
1234500752,2017-12-03,2017-12-03,657,D,10001,HKD
1234500115,2017-10-06,2017-10-06,1393,C,2001,INR
1234500914,2018-03-19,2018-03-19,532,C,2001,CAD
1234500062,2017-07-25,2017-07-25,255,C,2001,INR
1234500148,2017-07-28,2017-07-28,1354,C,2001,USD
1234500482,2018-03-26,2018-03-26,1464,C,2001,INR
1234500672,2017-11-14,2017-11-14,1336,C,2001,HKD
1234500781,2018-02-04,2018-02-04,488,C,2001,INR
1234500361,2018-02-08,2018-02-08,137,C,2001,USD
1234500002,2018-02-01,2018-02-01,437,C,2001,HKD
1234500747,2017-12-18,2017-12-18,1397,C,2001,INR
1234500281,2017-11-25,2017-11-25,504,D,10001,CAD
1234500023,2018-02-14,2018-02-14,726,D,10001,USD
1234500757,2017-08-28,2017-08-28,1462,D,10001,INR
1234500920,2017-10-13,2017-10-13,1002,C,2001,CAD
1234500955,2018-03-25,2018-03-25,521,C,2001,INR
1234500200,2017-10-01,2017-10-01,1485,C,2001,USD
1234500551,2017-07-26,2017-07-26,921,D,10001,HKD
1234500186,2018-03-01,2018-03-01,1166,D,10001,INR
1234500728,2017-09-13,2017-09-13,372,D,10001,USD
1234500028,2017-08-01,2017-08-01,121,C,2001,HKD
1234500488,2018-03-13,2018-03-13,1271,C,2001,USD
1234500068,2017-07-22,2017-07-22,1018,D,10001,USD
1234500892,2018-01-19,2018-01-19,960,D,10001,USD
1234500505,2017-12-28,2017-12-28,108,D,10001,CAD
1234500643,2018-03-19,2018-03-19,257,C,2001,HKD
1234500229,2017-08-16,2017-08-16,1297,D,10001,INR
1234500415,2017-12-22,2017-12-22,1173,C,2001,USD
1234500346,2017-07-12,2017-07-12,1039,D,10001,HKD
1234500083,2017-07-07,2017-07-07,590,D,10001,HKD
1234500489,2017-07-24,2017-07-24,292,D,10001,USD
1234500010,2017-10-31,2017-10-31,798,D,10001,USD
1234500507,2017-12-26,2017-12-26,736,C,2001,HKD
1234500583,2018-02-07,2018-02-07,128,C,2001,CAD
1234500458,2017-10-15,2017-10-15,344,C,2001,INR
1234500816,2017-08-12,2017-08-12,626,D,10001,HKD
1234500383,2018-03-06,2018-03-06,649,C,2001,CAD
1234500547,2018-01-31,2018-01-31,988,D,10001,HKD
1234500025,2017-11-04,2017-11-04,553,C,2001,INR
1234500848,2017-08-21,2017-08-21,1214,C,2001,USD
1234500177,2017-08-23,2017-08-23,544,D,10001,CAD
1234500929,2018-01-31,2018-01-31,769,C,2001,CAD
1234500870,2017-11-28,2017-11-28,786,C,2001,USD
1234500031,2018-01-22,2018-01-22,1208,C,2001,CAD
1234500084,2017-07-03,2017-07-03,928,C,2001,INR
1234500037,2017-10-02,2017-10-02,980,D,10001,INR
1234500661,2017-11-12,2017-11-12,1417,D,10001,INR
1234500118,2018-02-27,2018-02-27,819,D,10001,HKD
1234500570,2018-01-19,2018-01-19,570,C,2001,HKD
1234500859,2018-01-12,2018-01-12,850,C,2001,HKD
1234500485,2017-08-10,2017-08-10,543,D,10001,INR
1234500884,2017-07-07,2017-07-07,141,D,10001,INR
1234500210,2017-12-27,2017-12-27,743,C,2001,CAD
1234500819,2017-11-22,2017-11-22,625,D,10001,USD
1234500738,2017-12-01,2017-12-01,1198,C,2001,CAD
1234500381,2017-08-03,2017-08-03,1461,C,2001,CAD
1234500552,2017-11-24,2017-11-24,1439,D,10001,USD
1234500083,2017-09-07,2017-09-07,603,D,10001,HKD
1234500744,2018-03-08,2018-03-08,497,C,2001,USD
1234500499,2018-03-26,2018-03-26,461,D,10001,HKD
1234500825,2018-02-14,2018-02-14,1338,D,10001,USD
1234500643,2018-01-24,2018-01-24,846,D,10001,CAD
1234500156,2017-09-23,2017-09-23,683,D,10001,USD
1234500357,2017-07-26,2017-07-26,456,C,2001,CAD
1234500340,2017-07-04,2017-07-04,661,D,10001,INR
1234500496,2018-01-05,2018-01-05,1139,D,10001,USD
1234500188,2017-08-30,2017-08-30,350,D,10001,CAD
1234500121,2018-02-14,2018-02-14,573,D,10001,HKD
1234500458,2017-07-20,2017-07-20,419,C,2001,HKD
1234500997,2018-02-19,2018-02-19,895,D,10001,INR
1234500861,2018-02-11,2018-02-11,603,C,2001,USD
1234500815,2018-02-15,2018-02-15,1492,D,10001,INR
1234500331,2017-08-19,2017-08-19,512,C,2001,CAD
1234500343,2017-08-21,2017-08-21,1384,D,10001,USD
1234500695,2017-09-25,2017-09-25,260,C,2001,INR
1234500094,2017-12-26,2017-12-26,933,D,10001,USD
1234500716,2018-03-06,2018-03-06,530,D,10001,INR
1234500732,2017-12-08,2017-12-08,1379,C,2001,INR
1234500235,2018-01-01,2018-01-01,120,C,2001,HKD
1234500011,2017-12-31,2017-12-31,1035,D,10001,CAD
1234500385,2017-08-16,2017-08-16,484,D,10001,USD
1234500578,2017-11-02,2017-11-02,1456,D,10001,USD
1234500955,2017-09-22,2017-09-22,147,C,2001,INR
1234500220,2017-12-22,2017-12-22,249,D,10001,USD
1234500399,2017-10-19,2017-10-19,523,D,10001,USD
1234500472,2018-01-05,2018-01-05,194,C,2001,CAD
1234500997,2017-12-08,2017-12-08,1434,C,2001,CAD
1234500742,2017-09-24,2017-09-24,879,D,10001,USD
1234500753,2017-07-17,2017-07-17,699,D,10001,USD
1234500927,2017-10-26,2017-10-26,1246,C,2001,CAD
1234500613,2018-01-01,2018-01-01,240,C,2001,CAD
1234500171,2017-10-29,2017-10-29,153,D,10001,CAD
1234500847,2018-01-28,2018-01-28,1285,D,10001,INR
1234500257,2017-09-01,2017-09-01,1381,C,2001,USD
1234500138,2017-10-23,2017-10-23,1073,C,2001,INR
1234500632,2017-07-29,2017-07-29,1065,C,2001,INR
1234500456,2017-10-03,2017-10-03,126,C,2001,HKD
1234500262,2017-10-02,2017-10-02,1133,C,2001,USD
1234500098,2018-03-01,2018-03-01,809,D,10001,USD
1234500866,2017-12-11,2017-12-11,703,C,2001,INR
1234500919,2017-09-28,2017-09-28,1466,D,10001,USD
1234500572,2017-09-18,2017-09-18,1091,C,2001,HKD
1234500504,2017-11-17,2017-11-17,1240,D,10001,HKD
1234500041,2018-01-08,2018-01-08,746,C,2001,USD
1234500100,2018-02-14,2018-02-14,1304,C,2001,INR
1234500841,2017-08-11,2017-08-11,1150,C,2001,CAD
1234500695,2018-03-13,2018-03-13,522,D,10001,HKD
1234500849,2018-03-04,2018-03-04,988,C,2001,HKD
1234500879,2017-09-29,2017-09-29,535,C,2001,INR
1234500388,2017-07-22,2017-07-22,157,C,2001,USD
1234500488,2017-11-28,2017-11-28,1031,C,2001,INR
1234500639,2018-01-25,2018-01-25,652,C,2001,USD
1234500430,2018-01-31,2018-01-31,609,D,10001,HKD
1234500430,2017-11-29,2017-11-29,1343,D,10001,INR
1234500457,2017-10-31,2017-10-31,1467,D,10001,USD
1234500975,2017-07-02,2017-07-02,439,C,2001,INR
1234500092,2018-03-08,2018-03-08,310,D,10001,CAD
1234500261,2017-11-12,2017-11-12,424,D,10001,CAD
1234500993,2017-10-14,2017-10-14,534,D,10001,USD
1234500255,2017-08-10,2017-08-10,1210,C,2001,CAD
1234500344,2017-12-03,2017-12-03,1200,C,2001,CAD
1234500488,2018-01-10,2018-01-10,1214,D,10001,INR
1234500611,2017-12-04,2017-12-04,546,D,10001,CAD
1234500264,2017-07-18,2017-07-18,139,D,10001,INR
1234500842,2017-10-07,2017-10-07,791,D,10001,CAD
1234500380,2017-10-11,2017-10-11,353,D,10001,CAD
1234500528,2017-09-28,2017-09-28,618,C,2001,USD
1234500366,2017-08-24,2017-08-24,728,C,2001,USD
1234500989,2018-03-29,2018-03-29,483,C,2001,HKD
1234500126,2017-10-02,2017-10-02,170,D,10001,USD
1234500297,2017-12-05,2017-12-05,1117,C,2001,CAD
1234500242,2018-01-02,2018-01-02,1006,C,2001,USD
1234500850,2017-10-25,2017-10-25,1104,C,2001,USD
1234500191,2017-11-30,2017-11-30,592,C,2001,USD
1234500794,2017-12-02,2017-12-02,858,C,2001,HKD
1234500240,2017-07-29,2017-07-29,117,D,10001,USD
1234500742,2017-09-26,2017-09-26,986,D,10001,HKD
1234500333,2018-01-07,2018-01-07,392,D,10001,INR
1234500432,2018-02-12,2018-02-12,1105,C,2001,HKD
1234500542,2018-02-18,2018-02-18,1099,D,10001,INR
1234500044,2017-10-01,2017-10-01,538,C,2001,INR
1234500934,2017-12-07,2017-12-07,658,D,10001,INR
1234500385,2018-02-21,2018-02-21,1436,D,10001,CAD
1234500337,2018-01-24,2018-01-24,1104,D,10001,USD
1234500819,2017-08-16,2017-08-16,260,C,2001,HKD
1234500702,2017-09-29,2017-09-29,1202,C,2001,INR
1234500374,2018-03-06,2018-03-06,295,C,2001,HKD
1234500322,2017-12-04,2017-12-04,377,D,10001,INR
1234500609,2017-10-12,2017-10-12,935,C,2001,INR
1234500958,2017-09-22,2017-09-22,1480,D,10001,INR
1234500466,2017-12-28,2017-12-28,820,D,10001,CAD
1234500407,2018-03-28,2018-03-28,967,D,10001,INR
1234500661,2018-03-18,2018-03-18,361,C,2001,HKD
1234500133,2017-09-10,2017-09-10,539,C,2001,CAD
1234500016,2018-03-11,2018-03-11,1205,C,2001,INR
1234500058,2017-10-09,2017-10-09,418,C,2001,CAD
1234500889,2017-08-18,2017-08-18,1417,C,2001,CAD
1234500845,2017-07-23,2017-07-23,1109,D,10001,CAD
1234500714,2018-01-30,2018-01-30,579,D,10001,INR
1234500336,2017-07-26,2017-07-26,1417,C,2001,HKD
1234500737,2018-02-05,2018-02-05,1420,C,2001,CAD
1234500042,2017-12-13,2017-12-13,1328,C,2001,INR
1234500390,2018-02-21,2018-02-21,1018,D,10001,HKD
1234500613,2017-07-05,2017-07-05,1414,C,2001,HKD
1234500089,2018-02-23,2018-02-23,1016,D,10001,CAD
1234500295,2017-12-17,2017-12-17,1121,C,2001,HKD
1234500528,2017-09-24,2017-09-24,1172,D,10001,USD
1234500006,2018-01-16,2018-01-16,399,C,2001,USD
1234500273,2017-10-26,2017-10-26,490,C,2001,USD
1234500206,2018-02-03,2018-02-03,1410,D,10001,INR
1234500130,2017-12-07,2017-12-07,1068,C,2001,INR
1234500795,2018-03-31,2018-03-31,502,D,10001,INR
1234500453,2017-08-31,2017-08-31,1049,D,10001,USD
1234500216,2018-01-25,2018-01-25,622,D,10001,INR
1234500562,2018-03-06,2018-03-06,1212,D,10001,INR
1234500204,2018-01-31,2018-01-31,638,D,10001,INR
1234500285,2018-03-06,2018-03-06,1028,C,2001,INR
1234500579,2018-03-26,2018-03-26,146,C,2001,USD
1234500119,2018-01-25,2018-01-25,1448,D,10001,CAD
1234500318,2017-10-29,2017-10-29,1093,D,10001,USD
1234500293,2017-11-28,2017-11-28,1070,C,2001,USD
1234500800,2018-02-27,2018-02-27,904,D,10001,CAD
1234500138,2017-09-02,2017-09-02,539,C,2001,INR
1234500244,2018-03-18,2018-03-18,961,C,2001,CAD
1234500224,2018-01-23,2018-01-23,135,D,10001,USD
1234500401,2018-02-09,2018-02-09,500,C,2001,INR
1234500433,2017-12-07,2017-12-07,566,C,2001,INR
1234500762,2017-08-06,2017-08-06,147,D,10001,USD
1234500304,2017-08-29,2017-08-29,941,C,2001,HKD
1234500810,2018-03-27,2018-03-27,730,D,10001,USD
1234500733,2017-08-29,2017-08-29,870,C,2001,INR
1234500229,2018-03-06,2018-03-06,818,D,10001,USD
1234500391,2017-11-03,2017-11-03,829,C,2001,INR
1234500207,2018-01-25,2018-01-25,291,D,10001,HKD
1234500028,2017-08-05,2017-08-05,314,C,2001,CAD
1234500155,2018-02-14,2018-02-14,843,D,10001,INR
1234500899,2017-08-17,2017-08-17,1238,D,10001,USD
1234500578,2018-03-08,2018-03-08,1054,D,10001,CAD
1234500434,2018-03-08,2018-03-08,753,C,2001,USD
1234500497,2017-07-27,2017-07-27,962,C,2001,INR
1234500329,2017-09-29,2017-09-29,1180,C,2001,USD
1234500540,2017-08-11,2017-08-11,929,D,10001,CAD
1234500883,2018-03-12,2018-03-12,1335,C,2001,CAD
